whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
856,sev,,sev,sev,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
857,skand,,skn̥d,skand,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
858,skambh,,skn̥bh,"skambh, skabh",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
859,sku,,sku,sku,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
860,skṛ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
861,skhal,,skhal,skhal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
862,stan,,stan,stan,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
863,stambh,,stn̥bh,"stambh, stabh",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
864,stā,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
865,stigh,,stigh,stigh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
866,stim,,stim,"stim, stīm",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
867,stu,1,stu,1 stu,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
868,stu,2,stu,1 stu,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
869,stubh,,stubh,stubh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
870,stṛ,,stṛ,stṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
871,stṛh,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
872,styā,,styā,"styā, stī",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
873,sthag,,sthag,sthag,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
874,sthā,,sthø̄,sthā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
875,snā,,snā,snā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
876,snih,,snih,snih,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
877,snu,,snu,snu,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
878,spand,,spn̥d,spand,I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
879,spaś,,spaś,"1 paś, spaś",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
880,spūrdh,,spṛdh,"spṛdh, spūrdh",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
881,spṛ,,spṛ,spṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
882,spṛdh,,spṛdh,"spṛdh, spūrdh",I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
883,spṛś,,spṛś,spṛś,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
884,spṛh,,spṛh,spṛh,III,R₁,aniṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
885,sphaṭ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
886,sphar,,sphur,"sphṛ, sphar,",III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
887,sphal,,sphal,sphal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
888,sphā,,sphā,sphā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
889,sphuṭ,,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
890,sphur,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
891,sphūrj,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
892,sphṛ,,sphur,"sphṛ, sphar,",III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
893,smi,,smi,smi,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
894,smṛ,,smṛ,smṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
895,syand,,syn̥d,"syand, syad",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
896,sraṃs,,srn̥s,"sraṃs, sras",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
897,sridh,,sridh,sridh,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
898,srīv,,srīv,srīv,I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
899,sru,,sru,sru,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
900,svaj,,svn̥j,"svaj, svañj",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
901,svad,,svād,"svad, svād",II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
902,svan,,svan,svan,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
903,svap,,suøp,svap,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
904,svar,,svar,svar,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
905,svād,,svād,"svad, svād",II,A₂,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
906,svid,,svid,svid,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
907,had,,had,had,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
908,han,,hn̥,han,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
909,har,,hari,har,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
910,has,,has,has,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
911,hā,1,hø̄,1 hā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
912,hā,2,hā,2 hā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
913,hās,,hās,hās,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
914,hi,,hi,hi,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
915,hiṃs,,hiṃs,hiṃs,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
916,hikk,,hikk,hikk,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
917,hiṇḍ,,hiṇḍ,hiṇḍ,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
918,hīḍ,,hīḍ,"hīḍ, hel",III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
919,hu,,hu,hu,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
921,hū,,hū,"hū, hvā, hve",I,U₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
922,hūrch,,hūrch,hūrch,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
923,hṛ,1,hṛ,1 hṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
924,hṛ,2,hṛ,2 hṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
925,hṛṣ,,hṛṣ,hṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
926,heṭh,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
927,heḍ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
928,heṣ,,heṣ,heṣ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
929,hnu,,hnu,hnu,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
930,hras,,hras,hras,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
931,hrād,,hrād,hrād,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
932,hrī,,hrī,hrī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
934,hreṣ,,hreṣ,hreṣ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
935,hlād,,hlād,hlād,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
936,hval,,hval,hval,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
937,hvṛ,,hvṛ,"hvṛ, hru, hur",I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
