whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
214,cañc,,canc,cañc,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
215,caṭ,,caṭ,caṭ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
216,cat,,cat,cat,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
217,can,,cn̥̄,can,I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
218,cand,,cn̥d,"ścand, cand",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
219,cam,,cm̥̄,cam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
220,car,,car,car,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
221,carc,,carc,carc,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
222,carv,,carv,carv,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
223,cal,,cal,cal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
224,cāy,,cai,cāy,IV,I,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,unique_spelling,
225,ci,1,ci,1 ci,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
226,ci,2,ci,2 ci,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
227,cit,,cit,cit,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
228,cint,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
229,cud,,cud,cud,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
230,cup,,cup,cup,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
231,cumb,,cumb,cumb,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
232,cur,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
233,culump,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
234,cūṣ,,cūṣ,cūṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
235,cṛt,,cṛt,cṛt,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
236,ceṣṭ,,ceṣṭ,ceṣṭ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
237,cyu,,cyu,cyu,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
238,cyut,,cyut,cyut,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
239,chad,,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
240,chand,,chn̥d,"chand, chad",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
241,chā,,chø̄,chā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
242,chid,,chid,chid,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
243,chuṭ,,chuḍ,"chuṭ, chuḍ",I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
244,chur,,chur,chur,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
245,chṛd,,chṛd,chṛd,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
246,jakṣ,1,jakṣ,1 jakṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
247,jakṣ,2,jakṣ,1 jakṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
248,jagh,,jagh,jagh,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
249,jan,,jn̥̄,"jan, jā",I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
250,jap,,jap,jap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
251,jam,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
252,jambh,,jn̥bh,"jambh, jabh",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
253,jar,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
254,jalp,,jalp,jalp,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
255,jas,,jas,jas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
256,jah,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
257,jā,,jn̥̄,"jan, jā",I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
258,ji,1,ji,1 ji,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
259,ji,2,jinv,"2 ji, jinv",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,spelling+homonym,
260,jīv,,jīv,jīv,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
261,jur,,jṝ,"1 jṛ, jur",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
262,juṣ,,juṣ,juṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
263,jū,,jū,jū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
264,jūrv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
265,jṛ,1,jṝ,"1 jṛ, jur",I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
266,jṛ,2,jṛ,2 jṛ,I,R₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
267,jṛmbh,,jṛmbh,jṛmbh,III,R₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
268,jeh,,jeh,jeh,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
269,jñā,,jñā,jñā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
270,jyā,,jīø̄,"jyā, jī",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
271,jyut,,jyut,jyut,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
272,jri,,jri,jri,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
273,jvar,,jvar,jvar,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
274,jval,,jval,jval,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
275,jhaṭ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
276,jhaṇ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
277,jhar,,jhar,jhar,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
278,ṭaṅk,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
279,ṭal,,ṭal,ṭal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
280,ṭīk,,ṭīk,ṭīk,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
281,ṭup,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
282,ḍam,,ḍam,ḍam,II,M,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
283,ḍamb,,ḍanb,ḍamb,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
284,ḍī,,ḍī,ḍī,I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
285,ḍval,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
286,ḍhauk,,ḍhauk,ḍhauk,IV,U,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,unique_spelling,
287,taṃs,,tn̥s,"taṃs, tas",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
288,tak,,tak,tak,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
289,takṣ,,takṣ,takṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
290,tañc,,tn̥c,"tañc, tac",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
291,taṭ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
292,taḍ,,taḍ,taḍ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
293,tan,1,tn̥,"1 tan, tā",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
294,tan,2,tn̥,"1 tan, tā",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
295,tand,,tand,tand,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
296,tap,,tap,tap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
297,tam,,tm̥̄,tam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
298,tark,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
299,tarj,,tarj,tarj,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
300,tas,,tn̥s,"taṃs, tas",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
301,tā,,tn̥,"1 tan, tā",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
302,tāy,,tai,tāy,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
303,tāv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
304,ti,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
305,tij,,tij,tij,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
306,tim,,tim,tim,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
307,tir,,tṝ,"tṛ, tir, tur",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
308,til,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
309,tu,,tu,tu,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
310,tuc,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
311,tuj,,tuj,tuj,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
312,tud,,tud,tud,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
313,tur,,tṝ,"tṛ, tir, tur",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
314,turv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
315,tul,,tul,tul,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
316,tuś,,tuś,tuś,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
317,tuṣ,,tuṣ,tuṣ,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
318,tūrv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
319,tṛ,,tṝ,"tṛ, tir, tur",I,R₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
320,tṛd,,tṛd,tṛd,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
321,tṛp,,tṛp,tṛp,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
322,tṛṣ,,tṛṣ,tṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
323,tṛh,,tṛh,tṛh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
324,tyaj,,tyaj,tyaj,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
325,trap,,trap,trap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
326,tras,,tras,tras,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
327,trā,,trā,trā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
328,truṭ,,truṭ,truṭ,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
329,tvakṣ,,tvakṣ,tvakṣ,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
330,tvaṅg,,tvang,tvaṅg,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
331,tvac,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
332,tvar,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
333,tviṣ,,tviṣ,tviṣ,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
334,tsar,,tsar,tsar,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
335,daṃś,,dn̥ś,"daṃś, daś",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
336,daṃs,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
337,dakṣ,,dakṣ,dakṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
338,dagh,,dagh,dagh,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
339,dad,,dø̄,"1 dā, dad",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
340,dadh,,dhø̄,"1 dhā, dadh",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
341,dan,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
342,dabh,,dn̥bh,"dabh, dambh",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
343,dam,,dm̥̄,dam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
344,day,,de,day,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
345,daridrā,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
346,dal,,dal,dal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
347,das,,das,"das, dās",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
348,dah,,dah,dah,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
349,dā,1,dø̄,"1 dā, dad",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
350,dā,2,dø̄,2 dā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
351,dā,3,dø̄,"3 dā, di",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
352,dā,4,dā,4 dā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
353,dāś,,dāś,dāś,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
354,dās,,das,"das, dās",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
355,div,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
356,diś,,diś,diś,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
357,dih,,dih,dih,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
358,dī,1,dī,"2 dī, dīdī",I,I₂,,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
359,dī,2,dī,"2 dī, dīdī",I,I₂,,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
360,dīkṣ,,dīkṣ,dīkṣ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
361,dīdhī,,dhī,"dhī, dīdhī",I,I₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
362,dīp,,dīp,dīp,III,I₂,veṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
363,dīv,1,dīv,1 dīv,I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
364,dīv,2,dīv,2 dīv (dev),I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
365,du,,dū,"du, dū",I,U₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
366,dudh,,dudh,dudh,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
367,dul,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
368,duṣ,,duṣ,duṣ,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
369,duh,,duh,duh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
370,dū,,dū,"du, dū",I,U₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
371,dṛ,1,dṛ,1 dṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
372,dṛ,2,dṛ,2 dṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
373,dṛp,,dṛp,dṛp,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
374,dṛbh,,dṛbh,dṛbh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
375,dṛś,,dṛś,dṛś,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
376,dṛh,,dṛh,"dṛh, dṛṃh",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
377,dev,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
378,dyu,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
379,dyut,,dyut,dyut,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
380,dram,,dram,dram,II,M,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
381,drā,1,drā,1 drā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
382,drā,2,drā,2 drā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
383,drāḍ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
384,dru,,dru,dru,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
385,druh,,druh,druh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
386,drū,,drū,drū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
388,dviṣ,,dviṣ,dviṣ,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
389,dhan,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
390,dhanv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
391,dham,,dhmā,"dham, dhmā",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
392,dhav,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
393,dhā,1,dhø̄,"1 dhā, dadh",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
394,dhā,2,dhø̄,2 dhā,I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
395,dhāv,1,dhau,1 dhāv,IV,U,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,spelling+homonym,
396,dhāv,2,dhau,2 dhāv,IV,U,veṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,spelling+homonym,
397,dhi,,dhinv,"dhi, dhinv",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
398,dhī,,dhī,"dhī, dīdhī",I,I₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
399,dhukṣ,,dhukṣ,dhukṣ,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
400,dhū,,dhū,"dhū, dhu",I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
401,dhūrv,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
402,dhṛ,,dhṛ,dhṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
403,dhṛṣ,,dhṛṣ,dhṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
404,dhmā,,dhmā,"dham, dhmā",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
405,dhyā,,dhyā,dhyā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
406,dhraj,,dhraj,"dhraj, dhrāj",II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
407,dhvaṃs,,dhvn̥s,"dhvaṃs, dhvas",I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
408,dhvan,,dhvan,dhvan,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
409,dhvṛ,,dhuṛ,"dhvṛ, dhur, dhru",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
410,naṃś,,nn̥ś,"2 naś, naṃś",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
411,nakṣ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
412,naṭ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
413,nad,,nad,nad,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
414,nand,,nand,nand,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
415,nabh,,nabh,nabh,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
416,nam,,nm̥,nam,I,M₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
417,nard,,nard,nard,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
418,naś,1,naś,1 naś,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
419,naś,2,nn̥ś,"2 naś, naṃś",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
420,nas,,nas,nas,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
421,nah,,nah,nah,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
422,nāth,,nāth,"nāth, nādh",II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
423,niṃs,,niṃs,niṃs,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
424,nikṣ,,nikṣ,nikṣ,III,I₁,veṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
425,nij,,nij,nij,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
426,nind,,nind,"nind, nid",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
427,nī,,nī,nī,I,I₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
428,nīḍ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
429,nu,1,nu,"1 nu, nū",I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
430,nu,2,nu,2 nu,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
